x,y,z,type
-295.95537317260835,-213.17403621980083,0.0,tcells
-226.89551713305343,-258.58791593247275,0.0,tcells
-225.16606822262116,-258.899532999173,0.0,tcells
-228.87963580405233,-259.071882246367,0.0,tcells
-230.26532002016438,-257.5977849774644,0.0,tcells
-224.15207358585343,-257.11626665897023,0.0,tcells
-226.92290186360532,-257.1406830112852,0.0,tcells
-225.15595250667587,-257.49713336077065,0.0,tcells
-230.01669513711795,-258.27303080883155,0.0,tcells
99.5448604167409,-148.30390259896274,0.0,tcells
374.78729308481786,222.6358054263028,0.0,tcells
108.20283589198687,-6.145737846031807,0.0,tcells
4.253323381679593,164.69184160009945,0.0,tcells
0.9734149339795977,164.73253685433292,0.0,tcells
0.39875830230550946,162.26578195823663,0.0,tcells
0.10515516799182478,163.5040070436437,0.0,tcells
-241.50316320424037,157.0231262766905,0.0,tcells
352.8430198026484,-249.58464042307577,0.0,tcells
343.58663393544134,-271.2198438189386,0.0,tcells
76.75150491076124,436.38093584211447,0.0,tcells
88.9067438743773,-9.386891580087308,0.0,tcells
185.41270796400318,-66.16133615631679,0.0,tcells
182.7069303675638,-65.70309579963532,0.0,tcells
118.8291306026623,-55.836652422587804,0.0,tcells
57.862160324902675,380.77785665751003,0.0,tcells
57.968943085639694,379.05077395225055,0.0,tcells
175.33859798624985,-56.10448268053483,0.0,tcells
175.13464991023352,-49.967541010006585,0.0,tcells
176.29895239410507,-55.141910648999556,0.0,tcells
-575.3092766261137,222.28239621501234,0.0,tcells
-577.6287888913373,221.1265750747334,0.0,tcells
-578.5611957016713,220.4177853215591,0.0,tcells
-573.4101488106606,216.6455169701144,0.0,tcells
-572.2051808155937,216.4108441716677,0.0,tcells
-576.157298715647,217.793177263487,0.0,tcells
-572.5948840292866,220.30650485804188,0.0,tcells
-575.4821046492427,218.87990620163055,0.0,tcells
-573.3861969620126,217.95660628700057,0.0,tcells
-574.101432799817,219.12325262301158,0.0,tcells
-574.0743240507013,221.9330539606069,0.0,tcells
-578.129776865863,216.711516405574,0.0,tcells
-576.5296657262546,216.6270718818654,0.0,tcells
-577.5220019785293,218.4627600274854,0.0,tcells
-574.115157732752,222.91775854666014,0.0,tcells
-575.9720954090793,221.17936808894603,0.0,tcells
-575.4364366931692,216.74546281366167,0.0,tcells
-578.7963946799546,222.75097343981133,0.0,tcells
-573.2473786642125,221.28843096750438,0.0,tcells
-461.8770461505967,402.3277295392202,0.0,tcells
123.7535807303426,-98.07070736825136,0.0,tcells
124.0038924007664,-96.69991450033712,0.0,tcells
129.4843896533365,-97.72776511297712,0.0,tcells
-101.87661530569972,327.4857769333212,0.0,tcells
117.08288391473752,7.318254085304375,0.0,tcells
60.00141061810723,-51.707053569356844,0.0,tcells
-384.98163933436933,-147.81727141810467,0.0,tcells
-54.43865625922467,283.646988965599,0.0,tcells
148.72718519670866,-159.34285114605586,0.0,tcells
-31.45873110864136,160.20046615306308,0.0,tcells
-30.299241904602923,159.0651817335713,0.0,tcells
-31.819731105141614,158.36908338644537,0.0,tcells
-89.63767648461072,591.6316698009398,0.0,tcells
-450.00849024064524,83.23267253596919,0.0,tcells
-456.00825249309776,80.98700792412717,0.0,tcells
-453.34748516547677,82.74199212756685,0.0,tcells
-455.6906819056168,83.5570746967328,0.0,tcells
-454.48063606052835,83.85976187877145,0.0,tcells
-452.0058151005189,80.57329064327848,0.0,tcells
-451.69479837597453,83.76437080931566,0.0,tcells
-452.4410482325785,84.84610746872443,0.0,tcells
-455.1123177299996,81.23102057477433,0.0,tcells
-451.9510332525482,78.89516536199164,0.0,tcells
-454.35482417529096,82.14622778733053,0.0,tcells
-450.6079559292299,84.65213989977735,0.0,tcells
-456.66427289048477,80.5689650591737,0.0,tcells
-455.9287333641604,84.64233919454318,0.0,tcells
-453.30629648627854,84.95410318812287,0.0,tcells
-452.56503696760467,83.27460235715432,0.0,tcells
-451.24784248213336,81.9835730208107,0.0,tcells
-450.07648481295575,79.55964738848479,0.0,tcells
-423.3356731145638,63.41280953184935,0.0,tcells
-421.8638649146769,63.8153886216038,0.0,tcells
-421.4721723518851,63.249326303021235,0.0,tcells
-427.7049989855799,63.85481584777369,0.0,tcells
-422.37748690140324,64.76201175461506,0.0,tcells
-425.89415346186877,64.64757360385613,0.0,tcells
330.59192804851,181.341102202981,0.0,tcells
32.83182716533656,425.8191316884868,0.0,tcells
-290.98233593114315,-179.18270396175006,0.0,tcells
-289.58050782251865,-176.17298978620244,0.0,tcells
-289.70786454358085,-177.7316940408179,0.0,tcells
-292.8110522921337,-179.35717298988305,0.0,tcells
-291.0547261755555,-177.43162982743092,0.0,tcells
-290.53779739366877,-182.10905006173522,0.0,tcells
-289.3457457040267,-182.1507152915002,0.0,tcells
-289.410105155168,-180.4402402997777,0.0,tcells
365.08121299936806,207.25197087958236,0.0,tcells
366.1709177130714,208.009181033681,0.0,tcells
369.7745575788665,208.42914000815006,0.0,tcells
202.48681713259816,-36.60288973366653,0.0,tcells
-238.04224135140458,-241.7575079840455,0.0,tcells
210.04899548251547,-115.78347571261924,0.0,tcells
208.15568348319835,-116.40036775806743,0.0,tcells
144.1294436103982,-192.1761002190982,0.0,tcells
-468.83351127599803,80.31199518484698,0.0,tcells
-474.5414522447187,79.07709644139175,0.0,tcells
-473.3400447924261,79.77626892864589,0.0,tcells
-471.12111298081436,82.25672658962174,0.0,tcells
-474.98124677817873,83.81200291183154,0.0,tcells
-470.74074937629695,83.60791515203061,0.0,tcells
-471.26279780678345,78.61775920371633,0.0,tcells
-472.21210566812005,79.1393655707343,0.0,tcells
-471.1847054800377,80.00931686807326,0.0,tcells
-469.352469294121,79.0918925207809,0.0,tcells
-468.4140164144652,81.36425459389488,0.0,tcells
-471.708130289818,83.34456691864489,0.0,tcells
-468.9112592972557,78.38622235348839,0.0,tcells
-471.6537739205255,84.09555198586702,0.0,tcells
-472.63529110028213,82.31630062440342,0.0,tcells
-52.99279787610135,7.09489407252363,0.0,tcells
354.61817132598105,222.2068179019849,0.0,tcells
357.44601179789686,223.49761152238887,0.0,tcells
26.810525775840006,457.7759160293458,0.0,tcells
28.063063507408287,454.54823005400635,0.0,tcells
-71.88853684852882,499.72089883057674,0.0,tcells
39.08582328802254,440.29734817489907,0.0,tcells
191.8293152090281,-21.018780162018516,0.0,tcells
-15.218885805127002,158.84832529137316,0.0,tcells
-13.736855604001107,158.4910643513498,0.0,tcells
-11.728445890309331,159.02231163266788,0.0,tcells
-12.075604900014127,161.8725164850672,0.0,tcells
-11.76096434983333,158.29847554364994,0.0,tcells
-191.60078950009478,-42.871706227315144,0.0,tcells
211.39415828949245,6.887907398343259,0.0,tcells
-128.0304150385469,595.7294566092194,0.0,tcells
-26.510514075922742,484.0833440700144,0.0,tcells
-25.453517647120407,482.0968962869374,0.0,tcells
-183.90070714102518,-54.428277548912206,0.0,tcells
-481.44978899018395,63.82293858952198,0.0,tcells
-483.4580124897857,66.97823847427719,0.0,tcells
-482.6003880593687,66.22773276210592,0.0,tcells
-480.45491151577323,64.02212280039691,0.0,tcells
-479.3803966829101,63.55131615627306,0.0,tcells
-481.10543952183946,64.85946453537315,0.0,tcells
-483.0440686148786,64.3305901494499,0.0,tcells
-480.0458450884842,67.08519249321739,0.0,tcells
-483.5840088825113,68.00621729320926,0.0,tcells
-482.31996808298425,63.059900812147134,0.0,tcells
-477.60964349833296,64.98742464336726,0.0,tcells
-478.6072694510756,68.84374841206795,0.0,tcells
-479.8006668376507,62.85409150394753,0.0,tcells
-479.5529989374565,68.15481153489782,0.0,tcells
-480.55877113327745,66.11740567885215,0.0,tcells
-483.4282828930495,69.18052603166655,0.0,tcells
-478.58576191697506,67.64327229225773,0.0,tcells
-477.80735305596755,63.99792997865552,0.0,tcells
-478.9162538302669,62.91954116900581,0.0,tcells
-473.42152508740435,576.684986886685,0.0,tcells
-475.35898457324026,576.6306841517719,0.0,tcells
-27.35582963499246,176.6812119841137,0.0,tcells
-25.556396574481255,177.58109551484563,0.0,tcells
-69.9059149203946,-23.10408244183634,0.0,tcells
-547.5416773531675,510.9496218476436,0.0,tcells
-547.7062349755043,512.2516071115651,0.0,tcells
-551.7634989363788,509.5518259216849,0.0,tcells
-552.8810148558802,513.0050233163795,0.0,tcells
-547.5938777665465,509.60853105785054,0.0,tcells
-547.2415393446427,515.8515715320091,0.0,tcells
-552.3747289876844,514.9492332794264,0.0,tcells
-546.005065401385,509.6256607344003,0.0,tcells
-551.2762777369971,515.6289979237447,0.0,tcells
-548.8798000578436,509.69851527215565,0.0,tcells
-552.4721413978828,512.2035650299422,0.0,tcells
-546.65470860753,512.5060558479279,0.0,tcells
-549.9715088595739,514.6608354181622,0.0,tcells
-546.8972813541934,510.2426572449235,0.0,tcells
