x,y,z,type
478.6155004793643,-399.2501605684355,0.0,tcells
479.7208212498531,-400.5362083844954,0.0,tcells
480.4556898986343,-401.5592418756204,0.0,tcells
477.02082424140326,-401.15860730101474,0.0,tcells
478.54709529910383,-400.3181315511791,0.0,tcells
479.6408738508396,-399.37980331066217,0.0,tcells
476.228279817454,-401.4932704548752,0.0,tcells
481.1565540720651,-396.226643947027,0.0,tcells
478.5998872372245,-398.0555955106223,0.0,tcells
477.0252897843616,-397.87693093413236,0.0,tcells
477.17181820179053,-399.87656955294415,0.0,tcells
478.9257239434396,-401.7174914313401,0.0,tcells
478.11274350617373,-401.53223222949043,0.0,tcells
421.53072672823237,319.96220661695406,0.0,tcells
456.3279836408351,1.6677183256920216,0.0,tcells
458.1009826822035,-3.6205728927982364,0.0,tcells
458.0252458984853,-0.34434621647653785,0.0,tcells
457.94681050282384,1.5860715059034192,0.0,tcells
457.2662493132675,-1.6768537281164981,0.0,tcells
458.0810757617519,-2.0859302979845324,0.0,tcells
457.3933450617242,1.3112628126878008,0.0,tcells
417.0805421437169,-566.2741096242735,0.0,tcells
6.350069864159082,-500.31490846577645,0.0,tcells
340.62151966144813,-138.70635899622135,0.0,tcells
342.582706806652,-142.7109047330856,0.0,tcells
321.36351311029136,132.0663541952822,0.0,tcells
419.4420663295052,-60.06541780897328,0.0,tcells
415.9202931829135,-167.86151240518308,0.0,tcells
-518.3662799508834,-61.95586048849691,0.0,tcells
351.1141880145136,-156.8802829835804,0.0,tcells
352.83642485283076,-158.17337310313997,0.0,tcells
351.5983186237589,-154.99112669597474,0.0,tcells
354.6289213866618,-157.17805262714484,0.0,tcells
376.610993065717,-140.1557773716114,0.0,tcells
375.81050064887836,-139.1941428617555,0.0,tcells
380.3118737853597,-138.9662156758257,0.0,tcells
378.6601544700752,-139.17810499794336,0.0,tcells
377.7769058737591,-138.08612834247407,0.0,tcells
375.8987479024322,-137.54166565082056,0.0,tcells
378.5216549162117,-142.110709682202,0.0,tcells
377.0259772730037,-137.19827127303057,0.0,tcells
376.5215444250897,-138.27995158698047,0.0,tcells
378.8657222147385,-137.95415843017798,0.0,tcells
379.38348564956107,-139.62447940653107,0.0,tcells
378.066381631299,-141.1694249051577,0.0,tcells
362.17552772361864,-233.7289644778454,0.0,tcells
361.9969291958465,-231.1778024922159,0.0,tcells
363.39878536386834,-231.88463354100634,0.0,tcells
362.4006924447981,-229.56660838342162,0.0,tcells
106.5124852951833,-310.17979871109486,0.0,tcells
345.590193213366,-294.50162034566927,0.0,tcells
347.5108298824797,-292.79848202187947,0.0,tcells
346.084374235239,-291.83299280019025,0.0,tcells
344.2474230294167,-296.30627487298386,0.0,tcells
344.2673831769283,-295.3043562055758,0.0,tcells
343.45285810868904,-294.80869719115196,0.0,tcells
345.18069565458813,-295.5500416692668,0.0,tcells
336.34221562169864,-216.34912103761303,0.0,tcells
334.63780961142106,-219.5939198821896,0.0,tcells
336.61635588449246,-218.08113360424755,0.0,tcells
333.67300261453386,-215.1431396562229,0.0,tcells
218.50535999693716,-144.6841782228496,0.0,tcells
395.9369053734298,-198.3368190142544,0.0,tcells
397.8477112053479,-201.54648677278055,0.0,tcells
486.97481583615536,367.6333967528242,0.0,tcells
482.5873585676811,368.7530575645594,0.0,tcells
483.8761346758645,365.5130958594815,0.0,tcells
483.6655176005429,368.9876022589557,0.0,tcells
487.3390677722484,364.7785461647195,0.0,tcells
485.73750533914244,365.1587067830209,0.0,tcells
482.52813136633745,364.624921630912,0.0,tcells
483.3259418454529,364.6074044332264,0.0,tcells
487.94578903161073,366.92353935356493,0.0,tcells
487.73533464916954,368.58452133720675,0.0,tcells
483.2578104868903,366.15490830961994,0.0,tcells
482.6158331837114,364.1253629672715,0.0,tcells
486.0090582606874,368.0719447491083,0.0,tcells
